city|description
Бе́лет-Вен| Сомали, см. Беледуэ́йне
Бели́з| Белиз
Бели́з| гос-во, Центральная Америка
Бе́ли-Лом| р., сливаясь с р. Черни-Лом, образует р. Русенски-Лом; Болгария
Бе́лимел| Болгария, Михайловградский окр.
Бели́нгве| Зимбабве, см. Мбере́нгва
Бели́нью| Индонезия, пров. Южная Суматра, о. Банка
Белиту́нг| о., Южно-Китайское море, между о-вами Калимантан и Суматра; Индонезия
Бели́х| р., лев. приток р. Евфрат; Сирия
Бе́лиц| ГДР, окр. Потсдам
Бе́лица| Болгария, Благоевградский окр.
Бели́че| р., впадает в Средиземное море, о. Сицилия; Италия
Бе́лиш| Румыния, уезд Клуж
Бе́лишче| Югославия, Социалистическая Республика Хорватия
Бе́лку| Великобритания, Северная Ирландия, окр. Фермана
Белл| р., впадает в оз. Маттагами; Канада
Бе́лла-Бе́лла| Канада, пров. Британская Колумбия
Белл-Айл| о., Атлантический океан, у юго-вост. побережья п-ова Лабрадор; Канада
Белл-Айл| прол., между о. Ньюфаундленд и п-овом Лабрадор; Канада
Бе́лла-Ку́ла| Канада, пров. Британская Колумбия
Белла́ри| Индия, см. Балла́ри
Белла́рия| Италия, обл. Эмилия-Романья
Бе́лле-Е́лла| Либерия
Белле́м| Франция, деп. Орн
Белле́н| Канада, пров. Квебек
Беллие́ла| Либерия, см. Бе́лле-Е́лла
Бе́ллингем| США, см. Бе́ллингхем
Бе́ллингхем| США, шт. Вашингтон
Бе́ллинджем| Великобритания, Англия, граф. Нортамберленд
Беллинсга́узена| ат., Тихий океан, о-ва Общества; Французская Полинезия
Беллинсга́узена| котл., Тихий океан; наибольшая глубина 5395 м
Беллинсга́узена| море, Тихий океан; Антарктика
Беллинцо́на| Швейцария, адм. центр кантона Тессин (Тичино)
Беллу́но| Италия, обл. Венеция
Бе́лльсунн| зал., Гренландское море, зап. побережье о. Западный Шпицберген
Белма́ллет| Ирландия, граф. Мейо
Бе́лмонт| ЮАР, Капская пров.
Белмо́нти| Португалия, пров. Бейра-Байша
Белове́ж| Польша, Белостокское воев.
Белове́жская Пу́ща| запов., СССР и Польша
Бе́лово| Болгария, Пазарджикский окр.
Белоградчи́к| Болгария, Видинский окр.
Белозе́м| Болгария, Пловдивский окр.
Белосла́в| Болгария, Варненский окр.
Белосла́вское о́зеро| Болгария, Варненский окр.
Белосто́к| Польша, адм. центр Белостокского воев.
Белосто́кское воево́дство| Польша
Бело́тинац| Югославия, Социалистическая Республика Сербия
Бе́лпер| Великобритания, Англия, граф. Дербишир
Белуджиста́н| ист. обл., Иран
Белуджиста́н| пров., Пакистан
Бе́лу-Оризо́нти| Бразилия, адм. центр шт. Минас-Жерайс
Белу́ран| Малайзия, шт. Сабах, о. Калимантан
Бе́лу-Цириби́хина| Мадагаскар
Бе́лфаст| Великобритания, Северная Ирландия, адм. центр округов Белфаст и Каслрей
Бе́лфаст| ЮАР, пров. Трансвааль
Бе́лфаст| окр., Великобритания, Северная Ирландия
Бе́лфаст-Лох| зал., Северный прол., сев.-вост. побережье о. Ирландия; Великобритания
Бе́лфорд| Великобритания, Англия, граф. Нортамберленд
Белха́тув| Польша, Пётрковское воев.
Бе́лчер| о-ва, Гудзонов зал.; Канада
Бе́лчер| прол., Канадский Арктический арх., между о. Корнуолл и п-овом Гриннелл; Канада
Белчи́н| Болгария, Софийский окр.
Бе́лые го́ры| США, см. Уа́йт-Ма́унтинс, горы
Бе́лые Карпа́ты| хр., горн. сист. Зап. Карпаты; Чехословакия
Бе́лый| о., Северный Ледовитый океан, к сев.-вост. от о-вов Шпицберген; Норвегия
Бе́лый Дрин| р., сливаясь с р. Чёрный Дрин, образует р. Дрин; Югославия и Албания
Бе́лый Нил| пров., Судан
Бе́лый Нил| р. (араб. — Бахр-эль-А́бьяд), Судан, см. Нил, р.
Бе́лый Но́соб| р., сливаясь с р. Чёрный Нособ, образует р. Нособ; Намибия
Бе́льбо| р., прав. приток р. Танаро; Италия
